id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
334127,Rental unit in Copenhagen · ★4.88 · 1 bedroom · 1 bed · 1 bath,1702034,Mette,,Vesterbro-Kongens Enghave,55.67059,12.55651,Entire home/apt,1401,4,118,2022-09-11,0.87,1,42,5,
338928,Rental unit in Copenhagen · ★4.91 · 1 bedroom · 1 bed · 1 bath,113348,Samy,,Nrrebro,55.69388,12.54725,Entire home/apt,793,5,92,2023-03-22,0.69,1,5,4,
338992,Rental unit in Copenhagen · ★4.58 · 2 bedrooms · 1 bed · 1 shared bath,799887,Bente,,Vesterbro-Kongens Enghave,55.67365,12.55581,Private room,1000,1,378,2022-09-26,2.75,3,0,2,
6983,Rental unit in Copenhagen · ★4.78 · 1 bedroom · 1 bed · 1 bath,16774,Simon,,Nrrebro,55.68641,12.54741,Entire home/apt,803,3,173,2023-01-02,1.03,1,0,1,
339126,Rental unit in Copenhagen · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,1589153,Michael & Bille Max,,Vesterbro-Kongens Enghave,55.67284,12.54717,Entire home/apt,2400,2,77,2023-06-19,0.57,1,128,14,
339139,Home in Copenhagen · ★4.96 · 1 bedroom · 2 beds · 1 shared bath,1722025,Annette,,Amager Vest,55.63543,12.587,Private room,385,3,140,2023-06-04,1.03,2,218,15,
26057,Home in Copenhagen · ★4.91 · 4 bedrooms · 4 beds · 1.5 baths,109777,Kari,,Indre By,55.69307,12.57649,Entire home/apt,2600,7,59,2022-08-09,0.51,1,261,1,
26473,Townhouse in Copenhagen · ★4.56 · 6 bedrooms · 5 beds · 2 baths,112210,Julia,,Indre By,55.67602,12.5754,Entire home/apt,3350,3,326,2023-06-20,2.11,10,109,33,
341822,Rental unit in Copenhagen · ★4.73 · 1 bedroom · 1 bed · 1 bath,1734238,Ma,,Indre By,55.68207,12.57336,Entire home/apt,1489,2,212,2023-06-24,1.54,1,351,7,
343137,Rental unit in Frederiksberg · ★5.0 · 3 bedrooms · 4 beds · 1 bath,1741097,Josephine,,Frederiksberg,55.67761,12.54673,Entire home/apt,1995,3,28,2022-08-04,0.21,1,192,4,
29118,Rental unit in Copenhagen · ★4.92 · 1 bedroom · 1 bed · 1 bath,125230,Nana,,Vesterbro-Kongens Enghave,55.67023,12.55504,Entire home/apt,725,7,25,2022-10-22,0.16,1,31,3,
346877,Condo in Copenhagen · ★4.67 · 1 bedroom · 1 bed · 1 bath,973643,Lars Flindt,,Indre By,55.6864,12.5797,Entire home/apt,2000,5,3,2017-08-27,0.02,1,29,0,
31094,Condo in Copenhagen · ★4.88 · 4 bedrooms · 2 beds · 1.5 baths,129976,Ebbe,,Vesterbro-Kongens Enghave,55.66660169999999,12.5552831,Entire home/apt,1954,3,19,2022-08-22,0.12,1,0,2,
355841,Rental unit in Frederiksberg · ★4.92 · 2 bedrooms · 4 beds · 1 bath,969340,Thomas & Karina,,Frederiksberg,55.68266,12.53538,Entire home/apt,2000,4,26,2022-08-27,0.21,1,166,3,
356861,Rental unit in Copenhagen · ★4.72 · 3 bedrooms · 3 beds · 1 bath,1744067,Helene Hvass,,Amager Vest,55.66582,12.59675,Entire home/apt,1233,4,104,2023-06-18,0.76,1,66,15,
32379,Rental unit in Copenhagen · ★4.91 · 2 bedrooms · 3 beds · 2 baths,140105,Lise,,Vesterbro-Kongens Enghave,55.672638,12.552493,Entire home/apt,1862,3,82,2023-06-18,0.52,2,3,6,
32841,Rental unit in Copenhagen · ★4.57 · 2 bedrooms · 2 beds · 1 bath,142143,Anders & Maria,,sterbro,55.71176,12.57091,Entire home/apt,618,100,7,2016-09-15,0.04,1,362,0,
360501,Rental unit in Copenhagen · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,150042,Natashja,,Nrrebro,55.70001,12.54819,Private room,650,3,47,2018-12-02,0.34,2,0,0,
37159,Rental unit in Copenhagen · ★5.0 · 3 bedrooms · 3 beds · 1 bath,160390,Jeanette,,Indre By,55.68547,12.56543,Entire home/apt,2598,5,11,2017-08-22,0.07,1,180,0,
362318,Rental unit in Copenhagen · ★4.91 · 2 bedrooms · 1 bed · 1 bath,1831052,Pernille Hartvig,,Nrrebro,55.68922,12.55646,Entire home/apt,655,4,81,2022-12-28,0.60,1,1,2,
38499,Rental unit in Copenhagen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,122489,Christina,,Indre By,55.684288024902344,12.573019027709961,Entire home/apt,2000,3,15,2022-09-17,0.10,1,6,6,
369967,Rental unit in Frederiksberg · ★4.71 · 1 bedroom · 1 bed · 1 bath,1857021,Julie,,Frederiksberg,55.68577,12.53804,Entire home/apt,857,4,315,2023-06-22,2.30,1,97,21,
65902,Condo in Copenhagen · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,322300,Sjelle,,Nrrebro,55.7071,12.55386,Private room,470,2,105,2023-06-06,0.71,1,94,10,
391758,Rental unit in Copenhagen · ★4.80 · 2 bedrooms · 1 bed · 1 bath,1959010,Marius,,Nrrebro,55.69966,12.54517,Entire home/apt,1201,3,91,2023-06-27,0.67,1,202,15,
69440,Rental unit in Frederiksberg · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,194944,Anne,,Frederiksberg,55.68493,12.53434,Private room,415,4,67,2023-06-09,0.45,1,0,10,
71168,Condo in Frederiksberg · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,141625,Pernille & Frederik,,Frederiksberg,55.677886335175465,12.549401083844085,Entire home/apt,1700,4,11,2023-04-13,0.09,1,16,4,
395154,Rental unit in Copenhagen · ★4.73 · 1 bedroom · 1 bed · 1 bath,748960,Heidi Borg,,Indre By,55.69816,12.59008,Entire home/apt,1000,10,11,2022-09-25,0.08,1,0,1,
112292,Rental unit in Frederiksberg · ★4.83 · 4 bedrooms · 5 beds · 1 bath,573172,Christoffer,,Frederiksberg,55.68068,12.54581,Entire home/apt,1713,6,35,2023-04-08,0.24,1,86,4,
409625,Rental unit in Copenhagen · ★4.86 · 1 bedroom · 2 beds · 1 bath,2038200,Lars,,Indre By,55.68535,12.56127,Entire home/apt,646,3,78,2023-04-10,0.57,1,0,4,
113508,Rental unit in Frederiksberg · ★4.98 · 2 bedrooms · 2 beds · 1 bath,577366,Ronnie,,Frederiksberg,55.67757,12.55608,Entire home/apt,3821,2,44,2023-06-17,0.31,1,260,26,
432409,Rental unit in Copenhagen · ★4.56 · 1 bedroom · 1 bath,2150016,Gro,,Indre By,55.68189,12.57498,Entire home/apt,1415,3,21,2022-08-07,0.17,1,84,1,
118649,Rental unit in Copenhagen · ★4.76 · 4 bedrooms · 4 beds · 2 baths,599145,Iben Ammentorp,,Indre By,55.68313,12.56225,Entire home/apt,3351,3,50,2022-08-21,0.34,1,2,5,
441719,Rental unit in Copenhagen · ★4.94 · 3 bedrooms · 4 beds · 1 bath,2191358,Olga,,Nrrebro,55.69013,12.55882,Entire home/apt,1450,3,36,2023-05-21,0.27,1,2,7,
118971,Rental unit in Copenhagen · ★4.66 · 2 bedrooms · 2 beds · 1 bath,600859,Jonas,,Nrrebro,55.69134,12.55701,Entire home/apt,1800,1,29,2023-05-16,0.20,1,320,4,
441763,Condo in Copenhagen · ★4.69 · 3 bedrooms · 3 beds · 1 bath,2005060,Anders,,Nrrebro,55.69035,12.56202,Entire home/apt,1043,3,42,2023-05-21,0.34,1,1,5,
119322,Rental unit in Copenhagen · ★4.75 · 2 bedrooms · 6 beds · 1 bath,602647,Michael,,Nrrebro,55.68828,12.56401,Entire home/apt,1341,3,14,2019-11-25,0.10,1,272,0,
130253,Rental unit in Copenhagen · ★4.80 · 1 bedroom · 2 beds · 1 bath,641583,Mathilde,,sterbro,55.70673,12.58533,Private room,1703,1,22,2014-09-30,0.15,2,365,0,
135777,Rental unit in Copenhagen · ★5.0 · 1 bedroom · 1 bed · 1 bath,665428,Sofie,,Nrrebro,55.69223,12.54212,Entire home/apt,745,5,6,2016-02-15,0.04,1,0,0,
443684,Rental unit in Copenhagen · ★4.72 · 5 bedrooms · 6 beds · 1 bath,2204282,Sidsel,,Nrrebro,55.70238,12.54765,Entire home/apt,2819,2,440,2023-01-08,3.27,1,54,9,
143230,Rental unit in Copenhagen · ★4.89 · 3 bedrooms · 3 beds · 1 bath,695079,Ilang & Marika,,Indre By,55.67367,12.59132,Entire home/apt,2415,2,104,2023-05-15,0.77,1,24,9,
454064,Rental unit in Copenhagen · ★4.55 · 3 bedrooms · 3 beds · 2 baths,2255979,Renny,,Vesterbro-Kongens Enghave,55.6476,12.548,Entire home/apt,2227,4,58,2022-10-14,0.47,1,277,2,
154529,Rental unit in Frederiksberg · ★5.0 · 1 bedroom · 1 bed · 1 bath,743327,Cecilie,,Frederiksberg,55.68701,12.53348,Entire home/apt,894,6,11,2022-12-08,0.18,1,310,1,
157093,Rental unit in Copenhagen · ★4.77 · 4 bedrooms · 4 beds · 1 bath,754626,Sigrid,,Nrrebro,55.68962665100372,12.542766134475796,Entire home/apt,1584,5,36,2020-01-01,0.33,1,75,0,
454605,Condo in Copenhagen · ★4.90 · 3 bedrooms · 5 beds · 1 bath,2258629,Morten,,Nrrebro,55.68846,12.56095,Entire home/apt,1500,7,40,2023-06-11,0.40,1,32,10,
455191,Home in Copenhagen · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,1784959,Berit,,sterbro,55.71316,12.57226,Entire home/apt,1486,5,24,2023-06-04,0.21,1,282,6,
171546,Condo in Copenhagen · ★4.81 · 1 bedroom · 1 bed · 1 bath,818458,Ditte,,Vesterbro-Kongens Enghave,55.67013,12.54954,Entire home/apt,755,5,63,2021-12-22,0.57,1,0,0,
456207,Rental unit in Copenhagen · ★4.33 · 1 bedroom · 2 beds · 1 bath,1735471,Jeppe,,Bispebjerg,55.70016,12.53694,Entire home/apt,700,4,12,2022-07-30,0.12,1,0,1,
173032,Rental unit in Copenhagen · 1 bedroom · 2 beds · 2 baths,826011,Kirsten,,Vesterbro-Kongens Enghave,55.66305,12.54577,Private room,2000,7,1,2015-07-20,0.01,3,301,0,
460453,Rental unit in Copenhagen · ★4.59 · 2 bedrooms · 2 beds · 1 bath,2289329,Katja,,Vesterbro-Kongens Enghave,55.66746,12.55269,Entire home/apt,893,3,24,2023-05-21,0.19,1,15,2,
176963,Rental unit in Copenhagen · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,846204,Vogelkop,,Vesterbro-Kongens Enghave,55.66777,12.54844,Private room,579,1,508,2023-06-25,3.52,7,164,72,
177321,Rental unit in Copenhagen · ★4.92 · 1 bedroom · 1 bed · 1 bath,150042,Natashja,,Nrrebro,55.70001,12.54819,Entire home/apt,1295,5,71,2019-09-12,0.49,2,0,0,
461969,Rental unit in Copenhagen · ★4.71 · 1 bedroom · 1 bed · 1 bath,280650,Andrea,,Vesterbro-Kongens Enghave,55.67015,12.55007,Entire home/apt,1000,3,108,2023-05-05,0.80,1,347,14,
464413,Rental unit in Copenhagen · ★4.57 · 1 bedroom · 1 bed · 1 bath,2307381,Alexander,,Indre By,55.67581,12.57425,Entire home/apt,1199,1,39,2019-09-09,0.32,1,0,0,
186454,Rental unit in Copenhagen · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,896083,Cathrine,,Vesterbro-Kongens Enghave,55.67154,12.54638,Private room,407,1,217,2023-06-15,1.50,1,136,26,
475316,Rental unit in Copenhagen · ★4.07 · 2 bedrooms · 2 beds · 1 bath,1781307,Nicolas,,sterbro,55.70585,12.57963,Entire home/apt,521,28,17,2018-02-28,0.14,1,333,0,
194022,Loft in Copenhagen · ★4.80 · 2 bedrooms · 2 beds · 1 bath,941790,Morten,,Nrrebro,55.68998,12.56223,Entire home/apt,2043,3,174,2023-06-23,1.21,1,308,21,
476283,Rental unit in Copenhagen · ★4.96 · 2 bedrooms · 3 beds · 1 bath,2360914,Allan Valentin,,Amager Vest,55.65814,12.567,Entire home/apt,1703,7,27,2018-09-09,0.20,1,1,0,
206861,Rental unit in Copenhagen · ★4.92 · 1 bedroom · 2 beds · 1 bath,999404,Sidsel,,Nrrebro,55.69403,12.56543,Entire home/apt,1022,3,61,2022-10-23,0.43,1,4,5,
214839,Condo in Copenhagen · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1109269,Brenda,,Nrrebro,55.69852,12.54774,Private room,708,2,5,2022-08-20,0.04,2,149,1,
477800,Condo in Copenhagen · ★4.83 · 3 bedrooms · 4 beds · 1.5 baths,2352509,Anders,,sterbro,55.69782,12.58056,Entire home/apt,1130,5,31,2022-07-08,0.23,1,2,1,
218854,Rental unit in Copenhagen · ★4.82 · 1 bedroom · 1 bed · 1 bath,168254,Kristina,,Nrrebro,55.68758,12.56053,Entire home/apt,783,4,23,2022-07-13,0.16,1,317,2,
480083,Condo in Copenhagen · ★4.86 · 3 bedrooms · 2 beds · 1.5 baths,2377798,Linni Rita,,Nrrebro,55.68926,12.54708,Entire home/apt,1071,3,22,2023-06-17,0.18,1,39,5,
225323,Rental unit in Copenhagen · ★4.85 · 1 bedroom · 1 bed · 1 bath,293636,Sophie,,Indre By,55.68298,12.5739,Entire home/apt,931,4,24,2022-10-17,0.18,1,0,4,
485211,Home in Valby · ★4.78 · 2 bedrooms · 3 beds · 1 bath,2390256,Ole Emmik,,Valby,55.66503,12.50346,Entire home/apt,1117,5,33,2021-10-24,0.25,1,4,0,
487549,Rental unit in Copenhagen · ★5.0 · 3 bedrooms · 3 beds · 1 bath,2412622,Maj,,Vesterbro-Kongens Enghave,55.67029,12.54127,Entire home/apt,1200,7,5,2022-08-10,0.34,1,133,2,
240802,Rental unit in Copenhagen · ★5.0 · 3 bedrooms · 4 beds · 1 bath,1263184,Mette,,Nrrebro,55.68868,12.56086,Entire home/apt,1936,2,9,2022-08-13,0.06,1,79,2,
489563,Rental unit in Copenhagen · ★4.78 · 1 bedroom · 1 bed · 1 bath,167123,Morten B.,,Amager Vest,55.66729,12.59737,Entire home/apt,949,3,166,2023-06-03,1.23,1,226,22,
242494,Rental unit in Frederiksberg · ★4.46 · 2 bedrooms · 2 beds · 1 bath,1162404,Julie,,Frederiksberg,55.67337,12.54143,Entire home/apt,856,5,14,2018-08-22,0.10,2,197,0,
489653,Rental unit in Copenhagen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,2399319,Thomas,,Nrrebro,55.69103,12.54436,Entire home/apt,919,6,15,2022-10-21,0.11,1,4,3,
250201,Rental unit in Copenhagen · ★4.88 · 1 bedroom · 2 beds · 1 bath,1310948,Tilde,,Vesterbro-Kongens Enghave,55.66792,12.55554,Entire home/apt,674,3,17,2013-06-30,0.12,1,0,0,
494801,Rental unit in Copenhagen · ★4.50 · 1 bedroom · 2 beds · 1 bath,2444598,Katrine,,Nrrebro,55.69723,12.54669,Entire home/apt,1000,3,6,2022-06-06,0.05,1,111,0,
258430,Condo in Copenhagen · ★4.72 · 2 bedrooms · 1 bed · 1 shared bath,268171,Rouslan,,Vesterbro-Kongens Enghave,55.64443,12.52773,Private room,287,1,390,2023-06-16,4.64,3,4,46,
495934,Villa in Valby · ★4.94 · 4 bedrooms · 3 baths,2449236,Morten Sønderby,,Valby,55.66613,12.49663,Entire home/apt,2690,6,32,2022-08-29,0.30,2,179,2,
258670,Rental unit in Copenhagen · ★4.77 · 1 bedroom · 1 bed · 1 bath,848166,Mikael,,Frederiksberg,55.68765,12.52779,Entire home/apt,904,2,112,2023-02-27,0.79,1,93,3,
503631,Rental unit in Copenhagen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,2482360,Mads,,Indre By,55.69029,12.5706,Entire home/apt,1195,4,3,2022-10-24,0.06,1,3,2,
262961,Rental unit in Copenhagen · ★4.59 · 4 bedrooms · 4 beds · 1.5 baths,1379904,Nina,,Nrrebro,55.68867,12.56095,Entire home/apt,1862,5,35,2023-01-04,0.25,2,127,2,
263036,Rental unit in Copenhagen · ★4.85 · 2 bedrooms · 2 beds · 0 baths,1232471,Anita,,Nrrebro,55.69008,12.54378,Entire home/apt,885,4,22,2022-08-27,0.16,1,20,1,
504029,Rental unit in Copenhagen · ★4.89 · 3 bedrooms · 5 beds · 1 bath,2054021,Andrew,,Indre By,55.6852,12.59524,Entire home/apt,1300,4,16,2022-07-24,0.13,1,174,1,
263708,Rental unit in Copenhagen · ★4.67 · 2 bedrooms · 3 beds · 1 bath,1383888,Ali,,Vesterbro-Kongens Enghave,55.67246,12.55363,Entire home/apt,1800,7,8,2018-09-05,0.07,1,66,0,
504051,Rental unit in Copenhagen · ★4.97 · 1 bedroom · 2 beds · 1 bath,2458414,Mikkel,,Indre By,55.67637,12.5869,Entire home/apt,1181,1,31,2016-10-09,0.23,1,0,0,
504223,Rental unit in Copenhagen · ★5.0 · 1 bedroom · 3 beds · 1 bath,1885053,Nanna,,Amager Vest,55.66524887084961,12.577133178710938,Entire home/apt,1300,4,14,2021-08-25,0.11,1,72,0,
264220,Rental unit in Copenhagen · ★4.0 · 1 bedroom · 2 beds · 1 shared bath,1386103,Angelina,,Amager st,55.66135,12.60531,Shared room,2301,2,4,2015-05-29,0.03,5,0,0,
268089,Rental unit in Copenhagen · 2 bedrooms · 2 beds · 1 shared bath,1405285,Nikolaj Egelund,,Indre By,55.68187,12.56375,Private room,504,2,2,2020-01-21,0.04,1,0,0,
507911,Rental unit in København Ø · ★4.90 · 2 bedrooms · 3 beds · 1 bath,119548,Ove,,Indre By,55.69291,12.57089,Entire home/apt,1300,6,63,2023-06-17,0.47,1,89,3,
279685,Rental unit in Frederiksberg · ★4.38 · 1 bedroom · 1 bed · 1 bath,1458132,Pernille,,Vesterbro-Kongens Enghave,55.6706,12.54211,Entire home/apt,1294,6,17,2021-11-07,0.13,1,167,0,
513116,Rental unit in Copenhagen · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,2527577,Fridda,,Amager Vest,55.66505,12.58187,Entire home/apt,1200,3,37,2023-01-01,0.31,1,0,6,
280974,Condo in Frederiksberg · ★4.83 · 1 bedroom · 1 bed · 1 bath,1464759,Kasper,,Frederiksberg,55.6877318056243,12.538303575187339,Entire home/apt,986,3,6,2023-06-26,3.46,1,68,6,
514666,Rental unit in Copenhagen · ★4.53 · 2 bedrooms · 2 beds · 1 bath,2535149,Niels,,sterbro,55.70274,12.58152,Entire home/apt,1612,2,123,2023-06-19,0.93,1,259,11,
287737,Rental unit in Copenhagen · ★4.64 · 1 bedroom · 1 bed · 1 bath,1494596,Frederik,,Nrrebro,55.69751,12.54826,Entire home/apt,559,3,59,2023-01-04,0.43,1,0,2,
300482,Condo in Copenhagen · ★5.0 · Studio · 1 bed · 1 bath,1517376,Lene,,Amager Vest,55.66624,12.59636,Entire home/apt,800,3,7,2023-05-09,0.10,1,2,4,
516039,Rental unit in Frederiksberg · ★4.61 · 2 bedrooms · 5 beds · 1 bath,2541479,Betina,,Frederiksberg,55.69516,12.52948,Entire home/apt,599,2,23,2021-10-17,0.18,1,243,0,
302659,Rental unit in Copenhagen · ★4.78 · 1 bedroom · 1 bed · 1 bath,1558474,Soren,,Amager st,55.66605,12.60833,Entire home/apt,584,2,18,2022-05-01,0.31,1,0,0,
517272,Condo in Copenhagen · ★4.95 · 3 bedrooms · 3 beds · 1 bath,2546236,Pia & Jakob,,sterbro,55.70253,12.5789,Entire home/apt,1300,5,38,2023-06-02,0.32,1,3,6,
304278,Rental unit in Copenhagen · ★4.84 · 2 bedrooms · 5 beds · 1 bath,1565799,Mikkel,,Nrrebro,55.69243,12.54606,Entire home/apt,950,5,45,2022-08-03,0.33,1,7,4,
519333,Rental unit in Copenhagen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,2555736,Lena Weber,,Indre By,55.66952,12.58035,Entire home/apt,1075,2,33,2023-06-26,0.25,1,181,9,
313237,Rental unit in Valby · ★4.79 · 3 bedrooms · 3 beds · 1 bath,422780,Sanne,,Valby,55.66641,12.50395,Entire home/apt,950,5,62,2020-09-02,0.46,3,312,0,
521617,Condo in Copenhagen  · ★4.91 · 4 bedrooms · 4 beds · 1 bath,2484983,Signe,,sterbro,55.70868,12.57317,Entire home/apt,1350,4,117,2022-07-30,0.87,1,0,5,
521856,Rental unit in Copenhagen · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,2566577,Cecilia,,Vesterbro-Kongens Enghave,55.66791,12.55117,Private room,443,3,284,2023-06-18,2.14,1,296,27,
318437,Rental unit in Copenhagen · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,1634152,Ditti,,Nrrebro,55.69268,12.55486,Private room,380,3,63,2019-09-27,0.67,1,0,0,
523775,Rental unit in Copenhagen · ★4.74 · 1 bedroom · 1 bed · 1 bath,2575202,Lalou,,Nrrebro,55.69253,12.55971,Entire home/apt,829,4,20,2023-06-18,0.15,1,31,2,
327621,Rental unit in Copenhagen · ★5.0 · 3 bedrooms · 5 beds · 1 bath,1660049,Louise,,Nrrebro,55.69026,12.55946,Entire home/apt,1702,5,11,2022-07-27,0.15,1,8,2,
524476,Rental unit in Copenhagen · ★4.93 · 2 bedrooms · 3 beds · 1 bath,2578994,Anette,,Vesterbro-Kongens Enghave,55.66701,12.54965,Entire home/apt,679,4,32,2020-08-08,0.24,1,0,0,
330915,Rental unit in Copenhagen · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,799887,Bente,,Vesterbro-Kongens Enghave,55.67365,12.55581,Private room,493,1,762,2023-06-11,5.55,3,35,69,
527702,Loft in Copenhagen · ★4.84 · 1 bedroom · 2 beds · 1 bath,1203690,Jacob,,Indre By,55.67209,12.5894,Entire home/apt,1755,2,166,2023-06-18,1.48,1,98,18,
598936,Rental unit in Copenhagen · ★4.74 · 2 bedrooms · 2 beds · 1 bath,2963274,Pia,,Indre By,55.67007,12.59399,Entire home/apt,1692,2,36,2023-06-19,0.32,1,181,7,
528914,Home in Copenhagen · ★5.0 · 4 bedrooms · 4 beds · 1 bath,2598525,Rasmus,,Indre By,55.69145,12.57405,Entire home/apt,1600,5,11,2021-08-29,0.08,1,0,0,
600676,Rental unit in Copenhagen · 1 bedroom · 1 bed · 1 bath,2971660,Natasha Ann,,Nrrebro,55.695,12.54616,Entire home/apt,750,1,0,,,1,0,0,
617493,Rental unit in Copenhagen · ★4.93 · 2 bedrooms · 2 beds · 2 baths,3060423,Maria,,Indre By,55.6827,12.57309,Entire home/apt,3256,3,86,2023-06-10,0.66,1,35,16,
529881,Condo in Copenhagen · ★4.76 · 3 bedrooms · 4 beds · 1 bath,2603130,Sara,,sterbro,55.70195,12.57677,Entire home/apt,1050,5,17,2023-04-23,0.13,1,63,3,
532209,Condo in Copenhagen · ★4.39 · 1 bedroom · 1 bed · 1 bath,1281066,Anne-Marie,,sterbro,55.70809,12.58299,Entire home/apt,670,3,25,2023-03-04,0.19,1,3,5,
620427,Rental unit in Copenhagen · ★4.73 · 1 bedroom · 2 beds · 1 bath,3074192,Jens Peder,,Indre By,55.675,12.5905,Entire home/apt,400,60,11,2023-04-05,0.08,1,0,2,
623404,Rental unit in Frederiksberg · ★4.87 · 1 bedroom · 1 bed · 1 private bath,3091059,Irismar,,Frederiksberg,55.67918,12.50768,Private room,545,3,119,2023-06-10,1.00,1,7,4,
533060,Rental unit in Frederiksberg C · ★5.0 · 3 bedrooms · 4 beds · 1 bath,2619529,Henrik,,Frederiksberg,55.67552,12.53727,Entire home/apt,2450,3,26,2022-07-14,0.24,1,326,2,
623736,Rental unit in Copenhagen · ★4.83 · 2 bedrooms · 2 beds · 1 bath,3093577,Kristian,,Vesterbro-Kongens Enghave,55.66643,12.55064,Entire home/apt,1350,3,48,2022-08-04,0.37,1,180,3,
534176,Loft in Copenhagen · ★4.50 · 1 bedroom · 1 bed · 1 bath,2625716,Emilie,,Indre By,55.67204,12.58986,Entire home/apt,1500,4,14,2016-04-10,0.11,1,0,0,
624905,Condo in Copenhagen · 1 bedroom · 1 bed · 1 bath,3098563,Marc,,Indre By,55.67133,12.5912,Entire home/apt,1200,2,0,,,1,0,0,
534399,Rental unit in Frederiksberg · ★4.96 · 1 bedroom · 2 beds · 1 bath,2626034,Annika,,Vesterbro-Kongens Enghave,55.67255,12.55067,Entire home/apt,1250,2,28,2023-05-20,0.32,1,282,2,
535179,Rental unit in Copenhagen · ★4.72 · 2 bedrooms · 2 beds · 1 bath,2629560,Doris,,Amager Vest,55.65807,12.60758,Entire home/apt,900,1,47,2023-06-25,0.35,1,55,18,
628888,Rental unit in Kobenhavn V · ★4.59 · 1 bedroom · 1 bed · 1 private bath,3124049,Tanja,,Vesterbro-Kongens Enghave,55.66337,12.54399,Private room,550,1,43,2023-06-16,0.33,3,82,35,
537182,Rental unit in Copenhagen · ★4.81 · 3 bedrooms · 2 beds · 1 bath,2638274,Lena,,Nrrebro,55.69747,12.55463,Entire home/apt,2000,2,32,2023-02-26,0.32,1,24,1,
629306,Rental unit in Copenhagen · ★4.76 · 1 bedroom · 1 bed · 1 bath,3126042,Sarah,,Indre By,55.69639,12.58434,Entire home/apt,1093,3,110,2023-06-18,0.91,1,14,3,
630572,Rental unit in Copenhagen · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,2481381,Lisa,,Amager st,55.66017,12.61735,Private room,400,6,53,2019-09-13,0.40,1,47,0,
630915,Condo in Copenhagen · 1 bedroom · 2 beds · 1 bath,3124049,Tanja,,Vesterbro-Kongens Enghave,55.66453,12.54927,Private room,795,1,1,2013-04-22,0.01,3,82,0,
539879,Home in Hellerup · ★4.76 · 7 bedrooms · 8 beds · 2.5 baths,2652733,Liselotte,,sterbro,55.73247,12.56629,Entire home/apt,3000,6,56,2023-01-04,0.42,1,35,4,
540839,Rental unit in Copenhagen · ★4.86 · 1 bedroom · 1 bed · 1 bath,2650703,Rasmus,,Vesterbro-Kongens Enghave,55.66562,12.54615,Entire home/apt,900,5,8,2023-02-22,0.07,1,14,2,
633524,Rental unit in Copenhagen · 1 bedroom · 1 bed · 1 bath,2588894,Freya,,Indre By,55.68382,12.56415,Entire home/apt,800,6,0,,,1,15,0,
543075,Rental unit in Copenhagen · ★4.69 · 1 bedroom · 1 bed · 1 bath,723959,Anne,,Vesterbro-Kongens Enghave,55.67159,12.55736,Entire home/apt,1005,5,13,2017-09-24,0.10,1,0,0,
645357,Rental unit in Copenhagen · ★4.83 · 2 bedrooms · 2 beds · 1 shared bath,3231818,Hanne Sigbjørn,,Indre By,55.6879,12.5892,Private room,900,2,124,2023-06-18,1.10,2,176,10,
646086,Condo in Copenhagen · ★5.0 · 1 bedroom · 1 bed · 1 bath,3236955,Marie,,Indre By,55.69104,12.5764,Entire home/apt,1943,6,12,2023-06-17,0.99,1,18,12,
547317,Rental unit in Copenhagen · ★4.60 · 2 bedrooms · 1 bed · 2 baths,2690982,Casa,,Amager Vest,55.66709,12.58084,Entire home/apt,4585,2,7,2022-05-03,0.05,1,326,0,
554546,Rental unit in Copenhagen · ★4.84 · 3 bedrooms · 1 bed · 1 bath,2725780,Micki And Amanda,,sterbro,55.7095,12.5825,Entire home/apt,1286,5,105,2021-12-31,0.79,1,19,0,
648772,Condo in Copenhagen · ★4.80 · 1 bedroom · 1 bed · 1 bath,3255333,Jonas,,Amager st,55.64982,12.61352,Entire home/apt,2000,5,5,2019-08-23,0.06,1,358,0,
555145,Rental unit in Copenhagen · ★5.0 · 3 bedrooms · 3 beds · 1 bath,2728351,Maria,,sterbro,55.71073,12.58207,Entire home/apt,1500,5,6,2022-08-20,0.05,1,275,1,
649303,Rental unit in Copenhagen · ★4.86 · 2 bedrooms · 2 beds · 1 bath,3258314,Signe,,Vesterbro-Kongens Enghave,55.66538,12.55429,Entire home/apt,1000,5,21,2022-07-18,0.16,1,262,1,
